Rk,Player,Tm,FantPos,Age,G,GS,PassCmp,PassAtt,PassYds,PassTD,PassInt,RushAtt,RushYds,RushY/A,RushTD,RecTgt,Rec,RecYds,RecY/R,RecTD,Fmb,FL,ScorTD,2PM,2PP,FantPT,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Year
467,Mason Kinsey,TEN,WR,27,5,0,0,0,0,0,0,0,0,,0,3,1,14,14.0,0,0,0,0,,,1.0,2.4,2.4,1.9,,187,,2025
468,Chris Manhertz,NYG,TE,33,12,2,0,0,0,0,0,0,0,,0,1,1,7,7.0,0,0,0,0,,,1.0,1.7,1.7,1.2,,99,,2025
469,Scott Miller,PIT,WR,28,8,0,0,0,0,0,0,0,0,,0,2,1,9,9.0,0,0,0,0,,,1.0,1.9,1.9,1.4,,191,,2025
470,Quintin Morris,JAX,TE,26,8,2,0,0,0,0,0,0,0,,0,3,1,11,11.0,0,0,0,0,,,1.0,2.1,2.1,1.6,,96,,2025
471,Bryce Oliver,TEN,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,8,8.0,0,0,0,0,,,1.0,1.8,1.8,1.3,,193,,2025
472,Dante Pettis,NOR,WR,30,2,0,0,0,0,0,0,0,0,,0,1,1,14,14.0,0,0,0,0,,,1.0,2.4,2.4,1.9,,188,,2025
473,Anthony Richardson,IND,QB,23,2,0,1,2,9,0,0,4,-1,-0.25,0,1,1,9,9.0,0,0,0,0,,,1.0,2.2,2.2,1.7,,59,,2025
474,Eric Saubert,SEA,TE,31,7,1,0,0,0,0,0,0,0,,0,1,1,12,12.0,0,0,0,0,,,1.0,2.2,2.2,1.7,,94,,2025
475,Jacob Saylors,DET,RB,24,10,0,0,0,0,0,0,2,11,5.5,0,0,0,0,,0,0,0,0,,,1.0,1.1,1.1,1.1,,119,,2025
476,Durham Smythe,CHI,TE,30,11,1,0,0,0,0,0,0,0,,0,4,2,12,6.0,0,0,0,0,,,1.0,3.2,3.2,2.2,,95,,2025
477,Josh Williams,TAM,RB,25,3,0,0,0,0,0,0,4,11,2.75,0,0,0,0,,0,0,0,0,,,1.0,1.1,1.1,1.1,,120,,2025
478,Cedrick Wilson Jr.,MIA,WR,30,4,0,0,0,0,0,0,0,0,,0,2,2,9,4.5,0,0,0,0,,,1.0,2.9,2.9,1.9,,192,,2025
479,Owen Wright,TAM,RB,26,3,0,0,0,0,0,0,3,6,2.0,0,0,0,0,,0,0,0,0,,,1.0,0.6,0.6,0.6,,123,,2025
480,Ben Yurosek,MIN,TE,23,8,0,0,0,0,0,0,0,0,,0,2,1,5,5.0,0,0,0,0,,,1.0,1.5,1.5,1.0,,102,,2025
481,Jamal Agnew,ATL,WR,30,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,,,,,,,,199,,2025
482,Kyle Allen,DET,QB,29,3,0,0,2,0,0,0,3,-3,-1.0,0,0,0,0,,0,0,0,0,,,,-0.3,-0.3,-0.3,,71,,2025
483,Kevin Austin,NOR,WR,25,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,200,,2025
484,Michael Bandy,DEN,WR,28,2,0,0,0,0,0,0,0,0,,0,1,1,16,16.0,0,1,1,0,,,,0.6,1.6,0.1,,227,,2025
485,Ulysses Bentley,IND,RB,25,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,,0,0,0,0,,,,,,,,130,,2025
486,Gary Brightwell,CIN,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,131,,2025
487,Jalen Brooks,DAL,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,201,,2025
488,Ja'Corey Brooks,WAS,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,202,,2025
489,Jason Brownlee,KAN,WR,26,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,203,,2025
490,Pharaoh Brown,ARI,TE,31,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,109,,2025
491,Dalen Cambre,NYG,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,204,,2025
492,Dalevon Campbell,CAR,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,205,,2025
493,Parris Campbell,DAL,WR,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,206,,2025
494,Stephen Carlson,CHI,TE,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,110,,2025
495,DeAndre Carter,CLE,WR,32,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,207,,2025
496,Ty Chandler,MIN,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,132,,2025
497,Dan Chisena,CAR,WR,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,208,,2025
498,Efton Chism,NWE,WR,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,209,,2025
499,Devin Culp,TAM,TE,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,111,,2025
500,DeeJay Dallas,CAR,RB,27,3,0,0,0,0,0,0,1,0,0.0,0,0,0,0,,0,0,0,0,,,,,,,,133,,2025
501,Kaden Davis,CLE,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,210,,2025
502,Joshua Dobbs,NWE,QB,30,2,0,1,2,12,0,0,5,-4,-0.8,0,0,0,0,,0,0,0,0,,,,0.1,0.1,0.1,,62,,2025
503,Payne Durham,TAM,TE,25,11,7,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,112,,2025
504,Devin Duvernay,CHI,WR,28,11,0,0,0,0,0,0,0,0,,0,3,1,2,2.0,0,0,0,0,,,,1.2,1.2,0.7,,197,,2025
505,Ross Dwelley,DET,TE,30,9,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,113,,2025
506,Chase Edmonds,WAS,RB,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,134,,2025
507,Audric Estime,NOR,RB,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,135,,2025
508,Princeton Fant,DAL,TE,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,114,,2025
509,Simi Fehoko,ARI,WR,28,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,211,,2025
510,Thomas Fidone,NYG,TE,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,115,,2025
511,Anthony Firkser,DET,TE,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,116,,2025
512,Feleipe Franks,ATL,TE,28,11,0,0,0,0,0,0,2,4,2.0,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,103,,2025
513,Russell Gage,SFO,WR,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,212,,2025
514,Jimmy Garoppolo,LAR,QB,34,1,0,0,0,0,0,0,3,-3,-1.0,0,0,0,0,,0,0,0,0,,,,-0.3,-0.3,-0.3,,70,,2025
515,Reggie Gilliam,BUF,FB,28,11,2,0,0,0,0,0,0,0,,0,1,1,2,2.0,0,0,0,0,,,,1.2,1.2,0.7,,128,,2025
516,Anthony Gould,IND,WR,24,9,1,0,0,0,0,0,0,0,,0,1,1,3,3.0,0,0,0,0,,,,1.3,1.3,0.8,,196,,2025
517,Eric Gray,NYG,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,136,,2025
518,Isaac Guerendo,SFO,RB,25,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,137,,2025
519,Khalil Herbert,NYJ,RB,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,138,,2025
520,Nyheim Hines,LAC,RB,29,3,0,0,0,0,0,0,2,-2,-1.0,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,155,,2025
521,Travis Homer,CHI,RB,27,5,0,0,0,0,0,0,1,-2,-2.0,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,156,,2025
522,Jarquez Hunter,LAR,RB,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,139,,2025
523,Shedrick Jackson,LVR,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,213,,2025
524,Jermar Jefferson,ARI,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,140,,2025
525,E.J. Jenkins,PHI,TE,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,117,,2025
526,Jakob Johnson,HOU,FB,31,5,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,141,,2025
527,Josh Johnson,WAS,QB,39,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,64,,2025
528,Velus Jones Jr.,NOR,RB,28,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,142,,2025
529,Nikola Kalinic,CHI,TE,28,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,118,,2025
530,Nick Kallerup,SEA,TE,24,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,119,,2025
531,Ko Kieft,TAM,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,120,,2025
532,KeAndre Lambert-Smith,LAC,WR,24,6,1,0,0,0,0,0,0,0,,0,4,1,1,1.0,0,0,0,0,,,,1.1,1.1,0.6,,198,,2025
533,Cameron Latu,PHI,TE,25,10,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,121,,2025
534,Keleki Latu,BUF,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,4,4.0,0,0,0,0,,,,1.4,1.4,0.9,,104,,2025
535,Riley Leonard,IND,QB,23,1,0,0,2,0,0,0,1,1,1.0,0,0,0,0,,0,0,0,0,,,,0.1,0.1,0.1,,60,,2025
536,Marcedes Lewis,DEN,TE,41,3,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,122,,2025
537,Drew Lock,SEA,QB,29,3,0,2,3,15,0,0,5,-5,-1.0,0,0,0,0,,0,1,0,0,,,,0.1,0.1,0.1,,61,,2025
538,Dominic Lovett,DET,WR,23,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,214,,2025
539,Will Mallory,IND,TE,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,123,,2025
540,Adrian Martinez,SFO,QB,25,1,0,0,0,0,0,0,1,-1,-1.0,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,68,,2025
541,Moliki Matavao,NOR,TE,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,124,,2025
542,Tanner McKee,PHI,QB,25,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,69,,2025
543,Jackson Meeks,DET,WR,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,215,,2025
544,Kendall Milton,CIN,RB,23,1,0,0,0,0,0,0,2,2,1.0,0,0,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,129,,2025
545,Jordan Mims,TEN,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,143,,2025
546,Jonathan Mingo,DAL,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,216,,2025
547,Elijah Mitchell,KAN,RB,27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,144,,2025
548,Jalen Moreno-Cropper,DAL,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,,,,,217,,2025
549,Kalel Mullings,TEN,RB,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,145,,2025
550,Nick Mullens,JAX,QB,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,65,,2025
551,Lew Nichols,PIT,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,146,,2025
552,Robbie Ouzts,SEA,FB,23,7,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,147,,2025
553,Brennan Presley,LAR,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,218,,2025
554,Teagan Quitoriano,ATL,TE,25,11,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,125,,2025
555,Craig Reynolds,DET,RB,29,7,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,125,,2025
556,Patrick Ricard,BAL,FB,31,5,1,0,0,0,0,0,1,3,3.0,0,0,0,0,,0,0,0,0,,,,0.3,0.3,0.3,,127,,2025
557,Ronnie Rivers,LAR,RB,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,148,,2025
558,Jalen Royals,KAN,WR,22,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,219,,2025
559,Hayden Rucci,MIA,TE,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,126,,2025
560,Carter Runyon,LVR,TE,24,7,0,0,0,0,0,0,0,0,,0,1,1,3,3.0,0,0,0,0,,,,1.3,1.3,0.8,,107,,2025
561,Brady Russell,SEA,TE,27,11,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,127,,2025
562,Brett Rypien,CIN,QB,29,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,63,,2025
563,Cody Schrader,LAR,RB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,149,,2025
564,Trey Sermon,PIT,RB,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,150,,2025
565,Justin Shorter,LVR,TE,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,128,,2025
566,Ben Sims,2TM,TE,25,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,129,,2025
567,Kedon Slovis,ARI,QB,24,2,0,1,2,-2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,66,,2025
568,Stone Smartt,NYJ,TE,27,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,130,,2025
569,Brandon Smith,NYJ,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,220,,2025
570,Jarrett Stidham,DEN,QB,29,1,0,0,0,0,0,0,1,-1,-1.0,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,67,,2025
571,Deven Thompkins,ATL,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,221,,2025
572,Robert Tonyan,KAN,TE,31,11,0,0,0,0,0,0,0,0,,0,1,1,1,1.0,0,0,0,0,,,,1.1,1.1,0.6,,108,,2025
573,Laquon Treadwell,IND,WR,30,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,222,,2025
574,Malik Turner,SFO,WR,29,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,223,,2025
575,Sione Vaki,DET,RB,24,5,0,0,0,0,0,0,1,4,4.0,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,126,,2025
576,Nick Vannett,MIN,TE,32,4,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,131,,2025
577,Travis Vokolek,ARI,TE,27,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,132,,2025
578,Jahdae Walker,CHI,WR,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,224,,2025
579,Carlos Washington,ATL,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,151,,2025
580,Treyton Welch,NOR,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,133,,2025
581,Jack Westover,NWE,FB,26,12,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,152,,2025
582,Blake Whiteheart,CLE,TE,25,11,2,0,0,0,0,0,0,0,,0,3,2,4,2.0,0,1,0,0,,,,2.4,2.4,1.4,,105,,2025
583,Ricky White,SEA,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,225,,2025
584,Avery Williams,NYJ,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,226,,2025
585,Brayden Willis,SFO,TE,26,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,134,,2025
586,Trayveon Williams,LAC,RB,28,2,0,0,0,0,0,0,3,-1,-0.33,0,1,1,0,0.0,0,0,0,0,,,,0.9,0.9,0.4,,154,,2025
587,Jeff Wilson,MIA,RB,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,153,,2025
588,Jelani Woods,NYJ,TE,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,135,,2025
589,Colson Yankoff,WAS,TE,25,9,0,0,0,0,0,0,0,0,,0,1,1,4,4.0,0,0,0,0,,,,1.4,1.4,0.9,,106,,2025
590,Shane Zylstra,DET,TE,29,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,136,,2025
591,Derius Davis,LAC,WR,25,8,0,0,0,0,0,0,2,5,2.5,0,2,1,3,3.0,0,1,1,0,,,-1.0,-0.2,0.8,-0.7,,229,,2025
592,Gardner Minshew II,KAN,QB,29,2,0,0,0,0,0,0,5,-6,-1.2,0,0,0,0,,0,0,0,0,,,-1.0,-0.6,-0.6,-0.6,,72,,2025
593,Tahj Washington,MIA,WR,24,4,1,0,0,0,0,0,0,0,,0,2,1,11,11.0,0,1,1,0,,,-1.0,0.1,1.1,-0.4,,228,,2025
594,Mecole Hardman,BUF,WR,27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,1,0,,,-2.0,-2.0,-1.0,-2.0,,230,,2025
595,Jalen Milroe,SEA,QB,23,3,0,0,0,0,0,0,3,4,1.33,0,0,0,0,,0,1,1,0,,,-2.0,-1.6,-0.6,-1.6,,73,,2025
596,Kenny Pickett,LVR,QB,27,2,0,2,3,8,0,0,1,0,0.0,0,0,0,0,,0,1,1,0,,,-2.0,-1.7,-0.7,-1.7,,74,,2025
597,LaJohntay Wester,BAL,WR,23,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2.0,-2.0,-1.0,-2.0,,231,,2025
598,Ke'Shawn Williams,PIT,WR,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2.0,-2.0,-1.0,-2.0,,232,,2025
599,Xavier Gipson,2TM,WR,24,6,0,0,0,0,0,0,0,0,,0,2,2,6,3.0,0,3,2,0,,,-3.0,-1.4,0.6,-2.4,,233,,2025
600,Myles Price,MIN,WR,24,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,4,3,0,,,-6.0,-6.0,-3.0,-6.0,,234,,2025
